Users,Age,Screentime,SocialMediaHours,SleepHours,ExerciseMinutes,StudyWorkHours,ProductivityScore,StressLevel,Platform
2725,19,4.98,1.16,3.58,35,3.53,41.47,Low,Instagram
2726,28,7.62,5.95,8.51,42,8.74,36.76,Medium,LinkedIn
2727,38,7.71,1.53,7.01,114,2.41,72.39,Low,Instagram
2728,23,7.17,3.05,4.48,109,4.42,61.73,Low,Instagram
2729,33,11.06,7.57,6.66,49,3.03,51.87,Low,Snapchat
2730,27,8.42,4.27,5.43,62,2.26,13.68,Low,Instagram
2731,46,5.44,7.76,6.81,84,2.23,58.98,Low,Instagram
2732,29,10.49,1.17,5.84,33,4.13,69.58,Low,Twitter
2733,49,2.99,4.08,5.91,90,8.23,81.67,Low,Twitter
2734,33,6.99,0.97,7.42,72,9.7,30.64,High,LinkedIn
2735,49,11.46,5.23,6.68,9,6.15,27.17,High,YouTube
2736,26,7.88,1.09,3.48,26,6.72,75.13,Medium,LinkedIn
2737,27,9.99,1.82,3.39,88,8.01,47.28,Low,LinkedIn
2738,30,8.19,2.44,4.83,12,6.96,41.18,Medium,Twitter
2739,46,10.23,6.12,5.58,50,8.63,16.9,High,Instagram
2740,44,11.39,1.73,4.65,67,8.96,43.98,Medium,Snapchat
2741,41,4,6.85,6.91,15,6.65,72.89,Medium,LinkedIn
2742,33,2.87,1.49,4.17,11,5.8,45.6,Low,YouTube
2743,47,6.32,0.76,7.22,24,4.52,87.4,Medium,LinkedIn
2744,37,8.72,3.46,7.64,111,5.15,1.42,Medium,Instagram
2745,32,3.5,7.85,3.75,48,4.11,18.82,Medium,LinkedIn
2746,38,1.05,1.33,6.9,15,4.84,61.85,High,Instagram
2747,39,4.77,1.26,8.77,102,9.1,67.53,Low,Instagram
2748,23,11.66,6.13,4.16,1,9.75,28.29,Low,Snapchat
2749,21,8.64,2.84,8.46,72,4.25,94.25,Low,Snapchat
2750,20,5.41,5.88,6.64,107,2.99,33.73,Low,LinkedIn
2751,44,3.12,2,6.55,76,1.7,41.71,High,Snapchat
2752,43,4.92,3.95,3.31,77,8.53,97.66,Low,YouTube
2753,26,2.87,2.49,7.49,75,8.84,48.44,Medium,Twitter
2754,16,2.17,3.89,5.87,34,5.05,61.67,High,LinkedIn
2755,34,10.97,6.27,7.33,21,5.88,54.48,Medium,Snapchat
2756,24,11.97,6.22,7.86,84,7.66,18.57,High,YouTube
2757,42,2.81,4.37,6.14,47,4.38,99.16,Low,Twitter
2758,49,1.6,7.46,4.58,113,2.81,6.85,Low,YouTube
2759,19,4.63,2.48,3.85,63,2.03,98.37,High,LinkedIn
2760,33,6.08,2.3,3.96,66,3.12,47.33,Low,Twitter
2761,30,3.25,5.1,8.2,21,6.81,19.77,High,Snapchat
2762,28,4.32,5.16,3.74,72,4.13,17.53,Low,Instagram
2763,34,3.21,0.85,5.31,46,8.81,65.9,High,Snapchat
2764,21,9.52,5.06,5.01,39,1.79,71.37,Low,Instagram
2765,27,8.84,3.31,8.19,105,4.75,89.97,Low,YouTube
2766,32,7.98,6.11,5.87,52,3.31,24.42,High,Instagram
2767,38,5.26,6.56,8.98,117,8.99,43.89,Medium,Instagram
2768,41,11,4.64,7.42,2,8.26,97.15,Low,YouTube
2769,44,11.66,0.51,8.11,94,9.86,43.37,High,YouTube
2770,48,2.91,5.27,3.59,100,2.07,46.5,Low,Instagram
2771,42,3.45,6.12,4.52,5,8.04,29.56,Low,Instagram
2772,40,6.78,2.37,3.81,13,2.13,87.22,Medium,LinkedIn
2773,25,2,3.98,5.78,82,2.4,37.2,High,Snapchat
2774,38,5.8,7.74,7.31,57,1.35,63.92,Medium,Twitter
2775,36,7.4,2.74,4.01,81,5.18,19.08,Low,YouTube
2776,36,6.74,2.17,3.78,6,2.13,61.96,High,YouTube
2777,28,4.64,2.08,6.69,99,4.14,93.46,Medium,Instagram
2778,48,6.97,4.69,4.38,28,3.49,77.91,High,YouTube
2779,39,11.55,7.62,5.88,2,9.79,7.7,Low,Snapchat
2780,26,3.27,5.07,3.31,12,6.92,63.76,Low,LinkedIn
2781,32,8.2,2.77,7.08,35,4.69,56.31,Medium,LinkedIn
2782,19,1.48,5.29,6.25,104,8.91,34.52,Low,Instagram
2783,40,1.73,5.19,6.88,88,1.57,84.43,High,Instagram
2784,45,7.07,4.98,4.65,91,4.01,79.38,Low,Twitter
2785,24,2.15,1.7,4.67,37,5.63,65.21,Medium,Snapchat
2786,36,1.25,5.26,7.81,74,1.48,74.67,Low,YouTube
2787,35,2.89,3.73,7.31,59,2.31,20.12,Medium,Instagram
2788,34,7.21,0.64,6.48,104,9.06,92.12,Medium,Twitter
2789,34,8.74,4.55,6.77,72,2.62,67.14,Medium,LinkedIn
2790,27,3.23,7.92,3.56,21,9.29,47.31,Medium,YouTube
2791,32,8.35,3.12,8.14,20,1.86,20.12,High,LinkedIn
2792,43,3.01,7.74,7.62,82,8.99,68.59,Medium,LinkedIn
2793,33,7.75,1.22,6.54,32,5.08,10.57,High,Snapchat
2794,29,5.53,5.99,8.51,3,6.16,32.66,High,Instagram
2795,22,8.19,1.36,4.01,96,3.53,57.8,High,Instagram
2796,28,11.95,2.55,7.12,108,3.46,64.96,Low,Instagram
2797,33,11.32,4.78,8.78,79,5.43,2.72,Medium,LinkedIn
2798,28,1.05,4.95,4.86,43,4.2,1.87,Medium,Twitter
2799,46,10.74,6.31,3.09,0,1.7,12.03,Low,Snapchat
2800,17,1.73,5.11,7.41,61,4.18,77.06,Medium,Snapchat
2801,31,11.48,4.95,3.04,78,3.29,57.14,Low,LinkedIn
2802,24,4.1,7.34,8.24,21,8.65,61.23,Medium,Instagram
2803,24,5.2,3.89,3.34,95,8.55,60.74,High,Twitter
2804,26,2.01,2.19,6.92,58,2.27,4.64,High,Instagram
2805,37,2.24,1.71,5.26,36,7.57,18.06,High,Snapchat
2806,48,8.99,3.5,4.22,22,5.06,73.06,Medium,Twitter
2807,38,11.39,5.85,8.39,32,8.82,64.93,High,YouTube
2808,49,7.72,0.82,7.48,112,3.47,45.08,Low,YouTube
2809,24,8.87,1.47,5.04,103,1.79,3.02,Medium,LinkedIn
2810,39,9.38,1.3,4.7,21,8.2,42.27,Medium,YouTube
2811,23,3.89,4.89,7.42,63,8.82,25.55,Medium,Snapchat
2812,22,1.5,2.32,8.02,103,8.56,70.03,High,Snapchat
2813,33,1.02,1.75,7.3,61,3.96,82.64,High,YouTube
2814,18,4.86,4.95,6.84,117,1.28,50.88,Low,LinkedIn
2815,43,3.66,6.21,4.37,53,2.26,40.95,Low,LinkedIn
2816,21,1.69,2.99,8.12,57,9.27,28.03,Medium,Twitter
2817,36,2.97,4.84,7.5,110,4.28,10.17,Low,YouTube
2818,43,2.37,1.24,6.1,118,8.92,37.8,Medium,YouTube
2819,16,11.06,7.51,6.07,11,9.83,68.13,High,Snapchat
2820,36,2.54,3.03,6.42,111,4.56,66.94,High,YouTube
2821,28,6.91,7.98,7.97,17,7.99,41.86,Medium,Instagram
2822,25,7.52,7.84,7.45,95,2.52,96.63,High,LinkedIn
2823,25,6.98,6.34,8.14,66,4.45,94.07,High,LinkedIn
2824,28,2.09,0.65,6.04,59,7.35,87.69,High,Twitter
2825,39,4.51,4.58,6.75,99,2.86,44.14,Medium,YouTube
2826,17,1.56,1.15,8.13,110,3.88,74.91,Low,LinkedIn
2827,37,5.35,7.21,4.39,109,6.07,92.97,Medium,YouTube
2828,32,3.07,6.42,5.66,0,7.22,74.03,Medium,Snapchat
2829,29,7.18,7.79,6.72,88,4.21,32.26,High,LinkedIn
2830,25,8.62,5.06,8.49,19,4.39,7.73,High,YouTube
2831,40,6.85,4.42,3.1,16,1.99,95.84,Low,YouTube
2832,18,5.78,4.39,4.28,48,9.86,99.25,Medium,Twitter
2833,32,5.26,3.4,4.41,21,6.51,69.67,Low,LinkedIn
2834,27,10.26,4.02,4.96,113,5.77,32.22,Low,Instagram
2835,39,3.41,5.27,4.69,32,2.9,86.64,Medium,LinkedIn
2836,44,9.08,7.5,6.54,25,5.39,95.39,Low,Snapchat
2837,40,9.33,4.97,8.31,26,5.03,51.14,Medium,YouTube
2838,41,5.61,6.93,6.82,59,3.33,31.85,Medium,LinkedIn
2839,16,4.27,6.97,4.45,33,5.02,41.23,Low,YouTube
2840,35,6.18,4.39,8.18,86,2.83,8.31,Low,Twitter
2841,43,2.03,3.11,6.79,79,7.39,57,Medium,Twitter
2842,31,1.51,5.3,4.31,77,9.18,38.51,High,LinkedIn
2843,32,2.23,3.84,5.17,51,1.02,88.57,High,Twitter
2844,43,3.06,1.11,7.74,54,6.01,28.28,Medium,YouTube
2845,27,6.55,3.33,7.43,118,7.59,1.83,High,Snapchat
2846,42,10.34,7.96,6.46,115,9.16,73.98,Low,LinkedIn
2847,45,3.59,0.86,3.87,60,4.23,1.73,Low,Snapchat
2848,49,11.29,5.73,7.82,49,9.16,55.05,High,Twitter
2849,21,11.5,6.81,4.85,104,8.43,18.94,High,Twitter
2850,22,11.55,5.37,7.63,62,5.73,61.44,Medium,YouTube
2851,47,10.21,4.77,6.89,63,3.31,20.59,Low,LinkedIn
2852,47,5,5.81,4.59,13,6.88,50.69,High,LinkedIn
2853,40,1.8,3.72,4.27,108,3.35,34.17,High,Instagram
2854,48,7.26,1.19,3.79,89,4.14,19.07,High,YouTube
2855,22,7.15,7.72,4.45,109,5.2,61.04,High,LinkedIn
2856,27,10.35,3.74,3.95,50,5.48,9.14,Low,Snapchat
2857,31,11.96,5.49,6.7,112,2.7,94.17,Medium,Twitter
2858,31,6.59,4.48,6.59,26,7.24,78.03,Low,Snapchat
2859,28,4.8,0.91,6.52,39,9.93,91.67,Medium,Twitter
2860,22,3.04,7.65,6.85,67,3.19,5.2,High,YouTube
2861,24,1.05,6.44,7.89,8,5.99,1.21,High,LinkedIn
2862,47,6.6,1.62,8.48,55,5.09,36.43,Medium,Twitter
2863,26,7.11,7.86,4.38,90,3.77,62.05,High,YouTube
2864,23,10.07,6.03,6.53,106,4.78,25.2,Low,Snapchat
2865,48,6.55,4.04,3.47,38,7.59,55.38,Medium,Twitter
2866,38,11.08,5.09,3.72,14,4.73,60.99,High,LinkedIn
2867,40,7.91,1.3,6.93,88,5.56,16.01,High,Snapchat
2868,23,10.24,4.7,5.92,17,5.3,77.12,High,YouTube
2869,37,2.63,1.05,7.55,51,6,93.7,Medium,Snapchat
2870,19,10.41,4.59,5.55,60,3.62,64.37,Low,Twitter
2871,18,8.43,4.65,3.77,93,5.59,94.84,Low,Instagram
2872,44,2.87,7.06,8.23,36,2.21,25.37,High,Instagram
2873,44,3.09,5.94,3.5,79,7.67,4.61,Medium,LinkedIn
2874,49,11.19,2.37,4.13,52,2,25.5,Medium,YouTube
2875,49,1.35,7.16,4.66,11,8.06,65.16,Medium,LinkedIn
2876,43,6.09,4.8,8.97,80,8.43,60.17,High,Twitter
2877,28,4.45,5.05,5.5,24,1.17,27.47,Low,YouTube
2878,30,8.32,1.77,6.01,78,8.48,41.4,Medium,Instagram
2879,38,10.24,6.93,7.62,24,6.83,37.4,Low,Snapchat
2880,41,4.96,7.48,6.82,20,1.87,95.09,Medium,Snapchat
2881,19,5.7,6.31,8.05,82,9.98,32.12,Medium,Twitter
2882,41,11.8,7.56,5.92,87,6.54,20.12,Low,Twitter
2883,24,9.62,2.77,8.83,6,4.61,57,Medium,YouTube
2884,20,10.87,6.96,7.78,116,8.97,13.36,Low,Instagram
2885,47,5.83,4.17,5.41,75,1.37,51.28,Medium,Snapchat
2886,35,3.57,1.73,5.29,48,7.46,69.01,Low,YouTube
2887,26,5.53,5.52,8.58,38,2.29,94.38,High,YouTube
2888,30,8.88,5.63,7.11,74,5.97,89.33,Medium,YouTube
2889,47,2.2,2.65,6.73,96,1.86,84.28,Medium,LinkedIn
2890,43,3.98,0.71,7.55,48,7.11,39.99,Low,YouTube
2891,37,1.51,2,6.37,88,5.18,89.5,Low,YouTube
2892,32,5.76,3.5,3.96,117,1.06,71.95,Low,YouTube
2893,41,10.1,1.76,4.92,102,1.64,44.71,Low,YouTube
2894,22,1.27,1.96,6.35,33,7.33,56.84,High,LinkedIn
2895,41,8.43,3.44,3.11,74,4.6,44.17,Medium,Twitter
2896,40,11.26,7.71,5.62,15,7.05,20.48,Medium,LinkedIn
2897,25,3.61,6.23,7.53,95,4.51,45.72,Medium,YouTube
2898,34,8.63,2.9,3.99,14,4.26,80.93,High,Twitter
2899,26,11.73,7.64,3.39,39,8.69,27.39,Low,LinkedIn
2900,28,11.59,5.34,8.02,78,8.69,64.39,High,Instagram
2901,23,3.58,3.92,6.7,6,9.28,55.77,Medium,Instagram
2902,19,2.1,4.01,4.06,100,8.41,92.09,Medium,YouTube
2903,46,2.63,3.58,7.84,39,2.15,74.87,Low,YouTube
2904,43,8.72,2.25,6.95,65,1.6,36.78,Low,Snapchat
2905,26,8.98,3.4,5,69,1.53,56.61,High,Instagram
2906,16,8.42,4.46,5.26,99,9.82,91.21,Medium,Twitter
2907,39,4.7,4.46,3.94,102,5.51,23.42,High,Twitter
2908,46,2.87,6.21,8.01,101,2.04,47.97,Medium,Snapchat
2909,41,7.39,3.19,6.05,91,5.9,22.95,Low,Instagram
2910,20,6.32,5.88,6.34,21,7.39,42.42,Low,LinkedIn
2911,35,9.02,4.84,8.3,100,1.85,6.76,Medium,LinkedIn
2912,26,5.85,7.71,3.09,58,4.12,87.72,Low,Twitter
2913,48,4.73,3.39,3.4,4,2.69,97.85,Medium,LinkedIn
2914,42,4.23,7.26,3.97,17,9.78,57.21,Low,YouTube
2915,49,3.33,6.65,3.18,10,3.86,55.85,Low,YouTube
2916,30,3.92,5.28,6.95,118,7.21,95.63,High,Snapchat
2917,47,2.04,5.41,6.8,118,9.27,39.93,Low,LinkedIn
2918,36,4.82,1.13,4.26,7,8.77,62.49,Medium,Snapchat
2919,20,1.4,7.63,3.9,19,4.55,83.89,Medium,Instagram
2920,21,3.05,1.3,3.87,74,3.8,51.07,Medium,LinkedIn
2921,37,9.21,4.72,8.72,58,8.28,22.93,High,Twitter
2922,33,4.58,2.98,7.16,90,2.85,81.46,Medium,Twitter
2923,29,8.35,3.72,6.51,92,7.46,27.84,High,Instagram
2924,25,8.89,5.08,4.93,24,8.52,84.53,High,YouTube
2925,28,7.39,7.32,5.6,57,8.64,94.52,Low,YouTube
2926,46,11.55,3.93,3.54,114,1.08,55.06,Low,YouTube
2927,45,1.24,7.91,8.99,18,5.5,5.88,High,LinkedIn
2928,18,9.13,4.95,7.53,1,4.22,95.61,Medium,Snapchat
2929,45,11.55,1.7,6.73,105,9.81,83.3,High,Instagram
2930,21,10.48,1.93,6.53,102,5.9,12.62,Low,LinkedIn
2931,44,2.85,5.87,6.03,107,4.85,63.31,High,Twitter
2932,23,4.6,0.88,4.54,57,3.2,32.25,Medium,Snapchat
2933,48,2.9,4.1,4.36,65,8.61,33.7,High,Snapchat
2934,32,7.61,1.61,6.3,6,3.87,58.45,Low,LinkedIn
2935,26,8.83,3.75,3.42,50,8.44,71.48,High,Twitter
2936,28,4.49,6.12,3.45,94,9.02,2.11,Medium,Snapchat
2937,26,6.93,3.94,6.36,32,1.52,16.11,Medium,LinkedIn
2938,46,8.6,1.73,8.52,74,5.59,90.38,Low,Twitter
2939,43,5.63,2.39,8.49,103,4.78,50,Low,LinkedIn
2940,21,10.39,3.26,3.06,103,4.54,49.7,Low,Twitter
2941,31,9.49,1.02,3.64,109,4.34,84.19,Low,Instagram
2942,19,1.71,4.88,6.5,12,5.79,13.81,High,YouTube
2943,41,7.83,5.06,8.09,9,2.17,71.65,Low,LinkedIn
2944,27,3.59,0.97,8.73,112,8.84,51.12,Medium,LinkedIn
2945,26,7.13,3.52,8.16,58,6.02,74.42,Low,LinkedIn
2946,40,11.53,3.61,7.07,37,4.12,68.25,High,LinkedIn
2947,33,10.67,3,4.2,19,3.19,66.98,High,Instagram
2948,34,5.45,4.68,3.44,84,6.55,85.75,High,YouTube
2949,38,4.21,3.09,3.29,13,8.08,55.53,High,YouTube
2950,33,3.58,3.62,6.67,87,4.97,41.38,Medium,Snapchat
2951,41,6.86,6.48,3.22,39,9.86,20.65,Low,Instagram
2952,21,2.26,1.72,7.44,6,5.82,35.05,Low,YouTube
2953,19,7.04,5.14,7.27,68,9.81,87.12,Low,YouTube
2954,44,1.01,4.29,3.48,5,9.66,34.41,Low,Twitter
2955,49,4.56,2.79,8.44,39,6.4,98.56,Low,Twitter
2956,32,3.42,5.96,6.13,52,6.23,61.19,Low,Instagram
2957,31,11.68,4.63,8.43,98,1.95,81.68,Low,Instagram
2958,17,9,4.08,8.41,8,9.36,49.83,High,YouTube
2959,49,4.85,5.51,4.18,105,8.23,65.8,High,Twitter
2960,23,2.02,6.52,5.28,64,5.5,98.96,Medium,Twitter
2961,28,6.68,7.8,3.81,102,3.76,50.53,High,YouTube
2962,23,3.35,5.22,7.65,19,8.55,27.07,Medium,YouTube
2963,45,6.9,7.06,6.02,5,3.62,65.34,Low,Snapchat
2964,47,10.19,0.51,8.57,95,5.88,92.04,Low,LinkedIn
2965,45,7.77,4.48,4.25,76,2.79,2.7,High,Instagram
2966,16,7.97,2.11,7.13,38,8.24,99.26,High,Instagram
2967,32,6.95,1.21,8.94,103,7.78,54.91,Low,Snapchat
2968,35,11.2,4.49,6.99,20,3.63,80.14,Low,Twitter
2969,39,11.25,6.1,3.41,36,2.06,12.7,High,LinkedIn
2970,37,6.64,3.59,6.53,11,2.59,29.86,Low,Twitter
2971,44,4.36,5.53,4.08,69,6.55,97.74,High,Snapchat
2972,37,6.06,4.17,3.18,118,2.35,29.5,Low,Snapchat
2973,24,3.05,3.78,5.01,14,3.88,41.81,High,Snapchat
2974,25,8,2.68,4.6,20,8.55,28.79,High,Instagram
2975,43,6.5,3.37,7.73,84,1.74,47.38,Low,Instagram
2976,43,2.14,3.12,5.24,91,6.23,16.75,Low,Twitter
2977,36,3.17,5.35,7.4,99,4.6,51.38,High,YouTube
2978,39,6.28,1.37,3.1,80,2.08,30.55,Medium,Instagram
2979,17,10.76,1.19,3.09,45,5.58,81.7,Medium,LinkedIn
2980,23,7.23,5.45,3.18,70,5.65,39.59,Medium,LinkedIn
2981,42,8.5,4.6,4.32,86,4.4,79.48,Medium,LinkedIn
2982,37,4.73,3.73,5.24,108,1.5,64.53,Low,Snapchat
2983,42,7.29,1.64,6.65,85,2.86,91.59,Medium,Twitter
2984,44,5.92,3.58,8.92,9,4.64,81.25,Medium,Snapchat
2985,18,8.25,6.42,5.13,81,3.5,90.21,High,LinkedIn
2986,28,1.56,7.17,3.33,65,2.44,53.04,High,LinkedIn
2987,25,6.43,5.77,4.17,117,5.38,91.43,Low,Snapchat
2988,24,4.26,0.95,8.39,75,4.58,16.32,High,LinkedIn
2989,42,4.59,5.53,7.2,108,6.98,9.36,Medium,LinkedIn
2990,49,11.57,2.31,7.74,116,6.04,53.08,Medium,Twitter
2991,16,3.01,2.86,3.75,38,2.53,82.78,Low,LinkedIn
2992,47,4.42,1.97,3.81,113,7.19,22.01,Low,Snapchat
2993,40,6.61,6.32,3.67,21,5.19,96.89,Medium,Snapchat
2994,44,10.49,5.36,8.14,106,2.02,19.34,High,YouTube
2995,22,5.58,5.09,4.26,85,1.17,71.16,High,LinkedIn
2996,18,9.18,5.51,6.86,41,6.64,91.6,Low,YouTube
2997,35,10.42,2.28,6.1,85,6.57,96.57,Low,Snapchat
2998,35,4.41,3.83,6.27,5,8.38,66.48,Low,YouTube
2999,45,5.32,5.25,4.17,109,7.86,57.85,Medium,LinkedIn
3000,42,4.92,5.27,6.81,51,8.9,10,High,Instagram
3001,41,10.16,6.44,3.26,36,3.63,2.96,High,Twitter
3002,29,1.49,2.65,8.96,83,4.72,98.59,High,LinkedIn
3003,32,4.39,6.28,3.16,5,1.56,28.16,Medium,YouTube
3004,33,8.47,3.8,3.3,72,4.7,8.15,Low,YouTube
3005,44,7.22,5.53,4.95,28,2.98,54.31,High,YouTube
3006,35,5.8,3.92,7.99,100,8.25,31.95,Medium,Snapchat
3007,42,6.94,7.61,4.54,68,6.91,36.4,High,LinkedIn
3008,33,3.17,1.84,5.83,50,8.04,36.02,Medium,YouTube
3009,19,5.74,5.56,3.11,76,6.33,25.62,High,Instagram
3010,16,6.52,4.82,3.47,26,6.38,96.8,Low,LinkedIn
3011,16,10.91,1.8,6.65,86,3.12,27.26,High,Snapchat
3012,41,3.87,1,4.17,36,7.03,56.15,Medium,LinkedIn
3013,35,10.55,6.49,7.17,45,2.3,24.62,High,Snapchat
3014,38,8.09,1.68,7.71,97,3.48,76.42,Medium,Snapchat
3015,25,1.22,1.9,8.1,24,2.62,23.67,Medium,Twitter
3016,26,8.97,7.84,3.8,36,9.55,61.85,High,Twitter
3017,20,1.39,5.88,5.73,22,9.08,83.56,Medium,Instagram
3018,16,11.97,2.38,8.68,91,8.87,27.89,Medium,YouTube
3019,32,10.6,4.93,7.63,118,9.64,80.52,Low,LinkedIn
3020,37,4.27,4.51,3.7,25,6.51,10.16,Low,YouTube
3021,49,3.83,6.83,6.02,75,9.05,12.52,Low,LinkedIn
3022,44,5.2,5.97,8.53,119,3.63,40.66,Medium,Instagram
3023,19,4.92,6.74,5.64,51,4.46,41.29,High,Instagram
3024,20,5.1,2.09,8.02,102,5.2,52.13,High,LinkedIn
3025,26,4.5,5.3,5.98,2,1.8,3.35,Low,Snapchat
3026,36,7.83,0.8,3.64,72,8.42,12.6,Medium,Twitter
3027,27,2.81,1.02,3.89,110,2.07,2.02,Low,LinkedIn
3028,41,10.31,5.85,3.28,78,8.2,95.5,Low,Snapchat
3029,34,9.94,0.68,4.17,71,9.3,32.02,Medium,LinkedIn
3030,22,6.24,4.85,8.36,27,6.11,69.12,Low,LinkedIn
3031,22,10.38,6.8,6.9,89,2.49,61.24,Medium,LinkedIn
3032,41,3.72,3.35,7.43,79,4.93,72.75,Low,LinkedIn
3033,20,1.19,0.84,6.73,33,2.25,88.4,High,LinkedIn
3034,36,7.81,5.85,5.32,83,2.07,24.08,Low,Snapchat
3035,29,6.04,7.47,4.3,64,7.8,43.15,High,Instagram
3036,19,7.24,5.88,8.55,87,4.54,33.52,Low,Twitter
3037,38,10.89,4.84,6.09,28,1,9.16,Low,Twitter
3038,35,11.67,2.23,5.89,3,1.44,4.16,High,Snapchat
3039,30,7.98,0.62,8.98,67,8.36,76.71,Low,Snapchat
3040,44,9.4,5.71,5.3,118,6.58,13.79,Medium,LinkedIn
3041,23,1.92,2.23,8.12,61,8.6,2.52,High,Instagram
3042,34,2.77,6.94,8.17,37,3.46,44.4,Medium,Instagram
3043,43,9.07,4,4.4,66,3.83,32.9,Medium,YouTube
3044,42,5.75,4.48,3.57,103,6.55,7.54,High,Instagram
3045,19,5.91,6.15,8.85,1,6.99,6.11,Low,LinkedIn
3046,30,4.39,6.35,5.56,92,1.24,91.4,Medium,YouTube
3047,16,7.68,5.32,3.01,112,9.16,94.03,Low,Snapchat
3048,18,3.04,7.54,5.99,91,8.19,48.75,Medium,LinkedIn
3049,39,7.9,7.87,6.72,75,2.19,84.98,High,YouTube
3050,42,2.91,7.6,7.66,43,1.09,80.21,High,LinkedIn
3051,49,1.7,6.68,8.66,78,7.92,58.36,Medium,Snapchat
3052,44,4.63,5.79,8.49,113,9.13,75.33,High,YouTube
3053,39,3.54,5.47,8.64,104,3.9,93.12,Medium,LinkedIn
3054,39,10.78,1.28,3.19,94,3.89,57.06,Low,Twitter
3055,19,1.6,2.54,7.27,116,5.63,51.66,Medium,Snapchat
3056,18,2.94,0.54,4.36,100,7.07,1.35,Medium,YouTube
3057,49,7.04,1.53,4.13,31,6.83,54.67,Medium,Twitter
3058,38,6.29,3.79,7.8,85,7.77,81.93,High,Twitter
3059,38,1.5,1.6,5.5,2,2.03,76.45,High,YouTube
3060,20,1.08,7.26,8.5,16,5.68,64.93,High,Instagram
3061,46,11.87,6.54,3.25,92,5.56,3.43,Medium,Instagram
3062,21,8.25,1.04,7.81,119,9.55,92.61,High,LinkedIn
3063,25,5.02,2.37,3.82,118,9.26,43.48,High,YouTube
3064,22,6.17,6.64,4.06,11,7.75,57.58,High,YouTube
3065,36,3.93,6.52,5.86,63,8.89,40.38,High,Twitter
3066,35,4.79,7.59,5.37,62,7.71,35.54,High,Twitter
3067,18,8.14,7.98,5.92,77,7.48,51.55,Medium,Twitter
3068,37,10.71,7.82,8.64,71,2.94,49.98,Medium,Snapchat
3069,19,3.03,3.58,6.94,40,6.56,36.29,High,Instagram
3070,43,10.24,2.38,4.74,1,9.24,80.58,High,LinkedIn
3071,27,2.34,6.19,4.04,52,7.75,6.01,Medium,LinkedIn
3072,20,3.36,2.74,5.52,33,6.44,12.59,Medium,YouTube
3073,28,1.41,6.55,5.71,87,3.32,9.17,High,Twitter
3074,38,2.55,4.5,6.61,111,7.11,56.93,Low,YouTube
3075,45,11.09,6.45,4.6,83,4.12,41.84,High,Instagram
3076,40,6.05,2.57,7.61,106,1.59,45.75,Low,Snapchat
3077,42,1.85,4.31,3.59,115,3.15,58.1,High,Instagram
3078,29,11.56,4.73,6.36,73,4.5,33.07,Low,YouTube
3079,31,10.67,7.57,6.74,39,9.97,19.13,Low,Twitter
3080,37,9.3,2.5,4.24,70,7.84,31.38,High,YouTube
3081,36,11.27,7.53,7.96,64,3.52,99.4,Medium,Twitter
3082,36,3.42,6.54,6.69,54,7.86,95.32,Medium,Twitter
3083,23,10.2,5.98,6.87,73,4.22,95.71,Medium,YouTube
3084,31,8.59,6.4,5.99,50,6.47,3.74,Medium,Snapchat
3085,46,10.57,5.04,8.46,4,7.88,9.86,High,YouTube
3086,25,9.77,2.33,7.16,55,7.67,5.53,Low,Instagram
3087,47,4.81,1.92,5.29,117,2.26,81.73,Medium,Instagram
3088,49,9.52,7,4.43,103,8.43,99.15,High,LinkedIn
3089,24,3.89,5.94,3.43,20,9.31,54.76,High,Instagram
3090,32,4.61,2.1,3.99,57,3.1,70.38,Medium,Instagram
3091,26,2.19,5.11,8.96,72,3.96,35.87,Medium,YouTube
3092,47,11.29,3.86,5.44,92,9.44,76.77,Medium,YouTube
3093,25,4.2,1.69,8.39,30,9.85,65.95,Medium,Snapchat
3094,37,6.73,4.49,4.02,108,5.08,80.3,High,Instagram
3095,32,5.3,2.61,5.55,45,1.31,50.5,High,Snapchat
3096,19,11.56,1.22,8.76,26,9.4,20.21,Low,Snapchat
3097,40,4.69,4,3.55,69,1.23,48.1,Low,Instagram
3098,36,9.56,4.93,6.56,106,3.97,31.9,High,YouTube
3099,16,10.41,0.85,8.52,30,1.81,69.72,Low,Twitter
3100,40,5.79,3.52,8.7,40,5.61,14.55,High,Twitter
3101,32,5.16,2.43,8.08,44,1.34,33.86,Medium,Twitter
3102,39,9.23,0.73,8.14,35,3.03,1.65,High,Snapchat
3103,17,11.04,1.44,6.91,1,5.13,81.74,Medium,Twitter
3104,30,9.3,1.54,4.32,61,1.67,41.26,Medium,LinkedIn
3105,47,3.5,1.87,7.38,119,5.32,77.84,High,LinkedIn
3106,21,10.77,6.53,8.87,20,3.39,10.66,High,Snapchat
3107,16,5.26,3.8,6.16,33,3.4,20.19,Medium,YouTube
3108,38,7.34,1.6,4.56,85,9.43,85.2,Low,Instagram
3109,32,10.15,1.25,6.44,12,7.21,59.95,High,Snapchat
3110,49,3.07,2.73,7.14,18,9.37,1.58,Medium,Twitter
3111,44,9.63,6.49,4.25,32,6.18,90.61,Low,Instagram
3112,24,7.56,3.23,7.32,101,9.16,98.37,Low,YouTube
3113,28,10.83,1.7,6.52,103,8.54,66.46,Medium,Twitter
3114,21,2.89,3.53,6.67,48,9.98,73.05,High,LinkedIn
3115,21,5.63,4.66,4.84,2,5.53,14.23,Low,LinkedIn
3116,35,10.16,0.72,3.93,37,7.27,76.86,Low,Snapchat
